decision_key,category_key,icon,cost,fire_only_once,dlc_source
CHI_60_divisions_plan,CHI_army_reform,generic_operation,90,yes,
CHI_forced_loans,economy_decisions,ger_mefo_bills,100,,
CHI_scorched_earth_tactics,war_measures,generic_scorched_earth,25,,
CHI_industrial_evacuations_from_state,CHI_industrial_evacuations,generic_scorched_earth,25,,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_gansu,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_hainan,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_guangzhou,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_guangdong,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_nanning,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_fujian,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_zhejiang,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_shandong,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_jiangsu,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_guangxi,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_jiangxi,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_hunan,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_anhui,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_henan,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_beijing,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_shanghai,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_hebei,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_ningxia,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_hubei,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_industrial_evacuations_from_qingdao,CHI_industrial_evacuations,generic_scorched_earth,25,yes,"No Compromise, No Surrender"
CHI_integrate_the_army,CHI_integrate_the_warlords,generic_prepare_civil_war,150,yes,
CHI_integrate_the_administration,CHI_integrate_the_warlords,generic_political_discourse,150,yes,
CHI_full_integration,CHI_integrate_the_warlords,oppression,150,yes,
CHI_detect_infiltration,CHI_communist_infiltration,oppression,100,,
CHI_communist_infiltration_in_gansu,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_shandong,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_jiangsu,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_henan,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_beijing,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_hebei,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_shanxi,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_suiyuan,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_xian,CHI_communist_infiltration,infiltrate_state,,,
CHI_communist_infiltration_in_ordos,CHI_communist_infiltration,infiltrate_state,,,
CHI_flying_tigers,foreign_support,generic_air,25,yes,By Blood Alone
CHI_soviet_volunteer_group,foreign_support,generic_air,25,yes,By Blood Alone
CHI_expand_the_burma_road,foreign_support,generic_construction,25,,
CHI_expand_the_ledo_road,foreign_support,generic_construction,25,,
CHI_expand_the_airlift,foreign_support,generic_construction,25,,
CHI_suspend_the_inter_party_coordination_council,political_actions,oppression,25,,
CHI_reinstate_the_inter_party_coordination_council,political_actions,generic_political_discourse,25,,
CHI_join_united_front,political_actions,,5,,
CHI_move_the_capital,political_actions,,50,,Waking the Tiger
CHI_instigate_xian_incident,CHI_xian_incident,generic_political_discourse,25,yes,"No Compromise, No Surrender"
CHI_overlordship_over_indochina,operations,generic_operation,,yes,
CHI_overlordship_over_indochina_tsr,operations,generic_operation,50,yes,
CHI_free_indochina_tsr,operations,generic_operation,50,yes,
CHI_build_a_carrier,prestigious_projects,generic_naval,,yes,
CHI_breach_the_yellow_river,CHI_occupation_actions,GFX_decision_hol_inundate_water_lines,20,yes,"No Compromise, No Surrender"
CHI_demonstrate_our_resolve_decision,CHI_war_of_resistance_cat,GFX_decision_generic_speech,25,,
CHI_holding_state_mission,CHI_war_of_resistance_cat,GFX_decision_generic_protection,,,
CHI_declare_war_zone,CHI_war_of_resistance_cat,GFX_decision_jap_conquer_china,,,
CHI_bog_them_down,CHI_war_of_resistance_cat,GFX_decision_hol_draw_up_staff_plans,,,
CHI_highlight_northwestern_road_fake_decision,CHI_lend_lease_missions_cat,GFX_decision_generic_operation,0,,
CHI_highlight_the_hump_decision,CHI_lend_lease_missions_cat,GFX_decision_generic_operation,0,,
CHI_highlight_hanoi_route_decision,CHI_lend_lease_missions_cat,GFX_decision_generic_operation,0,,
CHI_highlight_burma_road_decision,CHI_lend_lease_missions_cat,GFX_decision_generic_operation,0,,
CHI_request_tank_aid_from_russia_decision,CHI_lend_lease_missions_cat,GFX_decision_generic_tank,50,yes,
CHI_open_the_north_west_highway_decision,CHI_lend_lease_missions_cat,GFX_decision_generic_trucks,50,yes,
CHI_use_expat_community_for_more_cic_decision,CHI_lend_lease_missions_cat,GFX_decision_hol_exchange_intelligence_data,75,yes,
CHI_burma_campaign_mission,CHI_lend_lease_missions_cat,generic_tank,,yes,"No Compromise, No Surrender"
CHI_indo_chinese_campaign_mission,CHI_lend_lease_missions_cat,generic_tank,,yes,"No Compromise, No Surrender"
CHI_improving_neglected_countryside_mission,CHI_internal_politics_cat,GFX_decision_generic_research,,,
CHI_improving_inefficient_economy_mission,CHI_internal_politics_cat,GFX_decision_generic_merge_plant_materiel,,,
CHI_reeducate_bai_chonxi_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_yu_hanmou_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_sun_tongxuan_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_song_zheyuan_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_wang_jingguo_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_hu_ruoyu_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_gu_zhutong_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_zhang_xueliang_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_ma_bufang_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_ma_hongkui_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_ma_buqing_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_ma_zhancang_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_yulbars_khan_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_sheng_shiqi_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_altanochir_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_reeducate_yu_zhishan_decision,CHI_internal_politics_cat,GFX_decision_generic_army_support,25,yes,
CHI_core_asian_state,CHI_internal_politics_cat,GFX_decision_generic_form_nation,30,yes,
CHI_invest_in_officer_training,CHI_internal_politics_cat,GFX_decision_generic_military,100,,
CHI_press_warlord_to_become_puppet,CHI_integrate_the_warlords_sea_cat,GFX_decision_eng_trade_unions_demand,,yes,
CHI_press_warlord_to_become_puppet_upgrade,CHI_integrate_the_warlords_sea_cat,GFX_decision_eng_trade_unions_demand,,yes,
CHI_press_warlord_to_become_puppet_with_affirm_civilian_primacy,CHI_integrate_the_warlords_sea_cat,GFX_decision_eng_trade_unions_demand,,yes,
CHI_press_warlord_to_become_puppet_upgrade_with_affirm_civilian_primacy,CHI_integrate_the_warlords_sea_cat,GFX_decision_eng_trade_unions_demand,,yes,
CHI_warlord_autonomy_drift_decision,CHI_integrate_the_warlords_sea_cat,GFX_decision_eng_trade_unions_support,,,
CHI_warlord_autonomy_drift_decision_upgrade,CHI_integrate_the_warlords_sea_cat,GFX_decision_eng_trade_unions_support,,,
CHI_warlord_autonomy_allocate_lend_lease_decision,CHI_integrate_the_warlords_sea_cat,generic_prepare_civil_war,,,
CHI_warlord_autonomy_offer_economic_support_decision,CHI_integrate_the_warlords_sea_cat,GFX_decision_generic_consumer_goods,,,
CHI_warlord_autonomy_offer_industrial_support_decision,CHI_integrate_the_warlords_sea_cat,GFX_decision_generic_industry,,,
CHI_integrating_states,CHI_integrate_the_warlords_sea_cat,GFX_decision_generic_political_address,100,,
CHI_kwantung_army_impatience_dummy,CHI_avoid_another_crisis_cat,,,,
CHI_concessions_docking_rights,CHI_avoid_another_crisis_cat,,25,yes,
CHI_concessions_airbase_rights,CHI_avoid_another_crisis_cat,,25,yes,
CHI_concessions_give_resource_rights,CHI_avoid_another_crisis_cat,GFX_decision_eng_trade_unions_demand,25,,
CHI_concessions_give_coastal_states,CHI_avoid_another_crisis_cat,GFX_decision_eng_trade_unions_support,50,,
CHI_concessions_give_puppet,CHI_avoid_another_crisis_cat,GFX_decision_eng_trade_unions_support,50,,
CHI_invite_free_countries,CHI_build_up_our_faction_cat,GFX_decision_eng_trade_unions_support,50,,
CHI_set_up_puppet,CHI_build_up_our_faction_cat,generic_prepare_civil_war,0,,
CHI_renegotiate_with_warlord,CHI_tsr_renegotiating_with_warlords_cat,GFX_decision_generic_decision,25,,
CHI_intervene_in_guangdong,CHI_the_lingguang_incident_cat,generic_nationalism,100,yes,
GDC_restore_order,CHI_the_lingguang_incident_cat,generic_nationalism,10,,
CHI_growing_impatience_dummy,CHI_the_lingguang_incident_cat,,,,
CHI_growing_impatience,CHI_the_lingguang_incident_cat,,,,
GXC_fortify_our_borders,CHI_the_lingguang_incident_cat,GFX_decision_generic_mountain_fortification,20,yes,
GXC_anti_japanese_demonstration,CHI_the_lingguang_incident_cat,GFX_decision_eng_blackshirt_march,20,yes,
GXC_persuade_the_warlords,CHI_the_lingguang_incident_cat,GFX_decision_generic_political_discourse,20,yes,
GXC_further_negotiation,CHI_the_lingguang_incident_cat,GFX_decision_hol_exchange_intelligence_data,20,yes,
CHI_accelerate_urban_tutelage_decision,CHI_the_political_tutelage_cat,GFX_decision_generic_political_rally,,yes,
CHI_accelerate_rural_tutelage_decision,CHI_the_political_tutelage_cat,GFX_decision_generic_political_address,,yes,
CHI_invite_demo_asian_nation_to_faction_decison,CHI_republican_interests_cat,GFX_decision_hol_exchange_intelligence_data,50,yes,
CHI_stir_democratic_sentiments_in_asia_decison,CHI_republican_interests_cat,GFX_decision_eng_propaganda_campaigns,25,yes,
CHI_oust_the_empires_decision,CHI_republican_interests_cat,GFX_decision_generic_political_rally,50,,
CHI_press_warlord_to_become_puppet_democratic,CHI_integrate_the_warlords_democratic_sea_cat,GFX_decision_eng_trade_unions_demand,,yes,
CHI_warlord_autonomy_drift_demcoratic_decision,CHI_integrate_the_warlords_democratic_sea_cat,generic_prepare_civil_war,,,
CHI_warlord_democratic_drift_minquan_decision,CHI_integrate_the_warlords_democratic_sea_cat,GFX_decision_SWI_swiss_democratic_tradition_campaign,,,
CHI_develop_warlord_industry_decision,CHI_integrate_the_warlords_democratic_sea_cat,GFX_decision_hol_attract_foreign_investors,50,yes,
CHI_integrating_states_democratic,CHI_integrate_the_warlords_democratic_sea_cat,GFX_decision_generic_political_address,75,,
CHI_form_x_force,CHI_x_y_force_cat,,,yes,
CHI_form_y_force,CHI_x_y_force_cat,,,yes,
RNG_import_imperial_way_buddhism_decision,RNG_state_shintoism_decisions,GFX_decision_hol_exchange_intelligence_data,50,yes,"No Compromise, No Surrender"
RNG_one_people_united_under_shinto_decision,RNG_state_shintoism_decisions,GFX_decision_generic_civil_support,50,yes,"No Compromise, No Surrender"
RNG_state_shinto_in_education_decision,RNG_state_shintoism_decisions,GFX_decision_SOV_academy_of_sciences,75,yes,"No Compromise, No Surrender"
CHI_fascist_infiltrate_state,PRC_infiltration_sea_cat,{,,,
CHI_counter_fascist_infiltration_measures,PRC_infiltration_sea_cat,{,,,
CHI_counter_fascist_infiltration_measures_level_3,PRC_infiltration_sea_cat,GFX_decisions_generic_infiltration_3,100,,
YUN_core_state,political_actions,GFX_decision_infiltrate_state,50,yes,
CHI_internal_party_support_fascism,CHI_seek_japanese_support,generic_political_discourse,35,,
CHI_aggresive_prosecution_of_opposition_fascism,CHI_seek_japanese_support,generic_civil_support,0,,
CHI_internal_party_support_communism,CHI_seek_japanese_support,generic_political_discourse,35,,
CHI_aggresive_prosecution_of_opposition_communism,CHI_seek_japanese_support,generic_civil_support,0,,
CHI_internal_party_support_neutrality,CHI_seek_japanese_support,generic_political_discourse,35,,
CHI_aggresive_prosecution_of_opposition_neutrality,CHI_seek_japanese_support,generic_civil_support,0,,
CHI_internal_party_support_democratic,CHI_seek_japanese_support,generic_political_discourse,35,,
CHI_approach_japan,CHI_seek_japanese_support,jap_pacific_guardian,,yes,
SIK_war_halting,CHI_war_in_sinkiang,GFX_decision_generic_ignite_civil_war,,yes,
KHM_holding_out,CHI_war_in_sinkiang,GFX_decision_generic_ignite_civil_war,,yes,
SIC_push_into_xikang,SIC_xikang_offensive,border_war,25,yes,
SIC_push_into_xikang_mission,SIC_xikang_offensive,border_war,,,
SND_show_support_for_government,SND_unclear_loyalties_cat,GFX_decision_hol_exchange_intelligence_data,25,,
SND_expel_japanese,SND_unclear_loyalties_cat,GFX_decision_generic_break_treaty,25,,
SND_army_integration,SND_unclear_loyalties_cat,GFX_decision_generic_military,25,,
SND_han_fuju_stays,SND_unclear_loyalties_cat,GFX_decision_generic_protection,25,,
SND_swear_fealty_to_the_emperor,SND_unclear_loyalties_cat,GFX_decision_JAP_army_faction,150,,
CHI_seek_party_support,CHI_tsr_power_struggle_cat,GFX_decision_hol_exchange_intelligence_data,,,
CHI_tsr_seek_warlord_support,CHI_tsr_power_struggle_cat,generic_civil_support,50,yes,
TSR_pay_for_support_from_warlord_PP,CHI_tsr_power_struggle_cat,generic_civil_support,75,yes,
TSR_pay_for_support_from_warlord_manpower,CHI_tsr_power_struggle_cat,generic_civil_support,0,yes,
TSR_pay_for_support_from_warlord_equipment,CHI_tsr_power_struggle_cat,generic_civil_support,0,yes,
CHI_warlord_propaganda_army,CHI_tsr_power_struggle_cat,GFX_decision_SWE_set_army_budget,50,yes,
CHI_warlord_propaganda_air,CHI_tsr_power_struggle_cat,GFX_decision_SWE_set_air_budget,50,yes,
CHI_warlord_propaganda_navy,CHI_tsr_power_struggle_cat,GFX_decision_generic_naval,50,yes,
CHI_warlord_propaganda_stable,CHI_tsr_power_struggle_cat,GFX_decision_eng_propaganda_campaigns,50,yes,
CHI_tsr_take_national_leadership,CHI_tsr_power_struggle_cat,generic_nationalism,75,yes,
CHI_war_in_south_halting,CHI_war_in_liangguang,GFX_decision_generic_ignite_civil_war,,yes,
GDC_holding_out,CHI_war_in_liangguang,GFX_decision_generic_ignite_civil_war,,yes,
XIC_war_halting,XIC_war_in_yanan,GFX_decision_generic_ignite_civil_war,,yes,
PRC_holding_out,XIC_war_in_yanan,GFX_decision_generic_ignite_civil_war,,yes,
CHL_expand_araucanian_forestry_decision,CHL_industrial_decisions,GFX_decision_generic_forestry,75,,
CHL_expand_chilean_forestry_decision,CHL_industrial_decisions,GFX_decision_generic_forestry,100,,
CHL_take_loans_for_factory,CHL_industrial_decisions,GFX_decision_gre_investment_decisions,50,,
CHL_take_loans_for_economy,CHL_industrial_decisions,GFX_decision_gre_investment_decisions,100,,
CHL_take_loans_for_economy_2,CHL_industrial_decisions,GFX_decision_gre_investment_decisions,120,,
CHL_expand_araucanian_steelworks_decision,CHL_industrial_decisions,GFX_decision_steel,100,,
CHL_buy_american_rifles,CHL_industrial_decisions,GFX_decision_generic_industry,50,,Arms Against Tyranny
CHL_buy_american_artillery,CHL_industrial_decisions,GFX_decision_generic_industry,50,,Arms Against Tyranny
CHL_buy_american_support_equipment,CHL_industrial_decisions,GFX_decision_generic_industry,50,,Arms Against Tyranny
CHL_establish_conadi,CHL_mapuche_reconcilliation_decisions,GFX_decision_eng_trade_unions_support,75,,
CHL_protect_indigeous_lands,CHL_mapuche_reconcilliation_decisions,GFX_decision_generic_operation,30,,
CHL_grant_full_rights_to_the_mapuche,CHL_mapuche_reconcilliation_decisions,GFX_decision_CHL_grant_full_rights_to_the_mapuche,120,,
CHL_incorporate_mapuche_organizations,CHL_mapuche_reconcilliation_decisions,GFX_decision_generic_political_discourse,110,,
CHL_nacista_coup_attempt,CHL_nacista_insurgency_decisions,GFX_decision_CHL_nacista_coup_attempt,,yes,
CHL_nacistas_gathering_support_mission,CHL_nacista_insurgency_decisions,GFX_decision_eng_blackshirt_speech,,yes,
