trait_token,owner_key,owner_type,trait_type,name,icon,special_trait_background,position_x,position_y,relative_position_id
generic_mio_trait_raiding_cruisers,generic_raider_ship_organization,template,trait,generic_mio_trait_raiding_cruisers,GFX_generic_mio_trait_icon_surface_visibility,,,,generic_mio_trait_high_speed_raiding
generic_mio_trait_raiding_submarines,generic_raider_ship_organization,template,trait,generic_mio_trait_raiding_submarines,GFX_generic_mio_department_icon_ship_submarine_survivability,,2,0,generic_mio_trait_raiding_cruisers
generic_mio_trait_spotting_tops,generic_raider_ship_organization,template,trait,generic_mio_trait_spotting_tops,GFX_generic_mio_trait_icon_surface_visibility,,1,1,generic_mio_trait_raiding_cruisers
generic_mio_trait_large_torpedo_banks,generic_raider_ship_organization,template,trait,generic_mio_trait_large_torpedo_banks,GFX_generic_mio_trait_icon_torpedo_attack,,1,1,generic_mio_trait_raiding_submarines
generic_mio_trait_mass_produced_raiders,generic_raider_ship_organization,template,trait,generic_mio_trait_mass_produced_raiders,GFX_generic_mio_department_icon_ship_general_production,,1,1,generic_mio_trait_spotting_tops
generic_mio_trait_long_range_raiding,generic_submarine_organization,template,trait,generic_mio_trait_long_range_raiding,GFX_generic_mio_trait_icon_sub_visibility,,2,0,
generic_mio_trait_decalin_fueled_torpedo,generic_submarine_organization,template,trait,generic_mio_trait_decalin_fueled_torpedo,GFX_generic_mio_trait_icon_torpedo_attack,,3,0,generic_mio_trait_long_range_raiding
generic_mio_trait_efficient_fuel_engines,generic_submarine_organization,template,trait,generic_mio_trait_efficient_fuel_engines,GFX_generic_mio_trait_icon_naval_range,,1,1,generic_mio_trait_long_range_raiding
generic_mio_trait_highly_efficient_diesel_electric_propulsion_systems,generic_submarine_organization,template,trait,generic_mio_trait_highly_efficient_diesel_electric_propulsion_systems,GFX_generic_mio_trait_icon_naval_range,,0,1,generic_mio_trait_efficient_fuel_engines
generic_mio_trait_high_powered_engines,generic_submarine_organization,template,trait,generic_mio_trait_high_powered_engines,GFX_generic_mio_trait_icon_maximum_speed,,,,generic_mio_trait_decalin_fueled_torpedo
generic_mio_trait_open_cycle_propulsion,generic_submarine_organization,template,trait,generic_mio_trait_open_cycle_propulsion,GFX_generic_mio_trait_icon_maximum_speed,,0,1,generic_mio_trait_high_powered_engines
generic_mio_trait_experimental_anechoic_tiles,generic_submarine_organization,template,trait,generic_mio_trait_experimental_anechoic_tiles,GFX_generic_mio_department_icon_ship_submarine_survivability,,0,1,generic_mio_trait_highly_efficient_diesel_electric_propulsion_systems
generic_mio_trait_improved_torpedo_detonators,generic_submarine_organization,template,trait,generic_mio_trait_improved_torpedo_detonators,GFX_generic_mio_trait_icon_torpedo_attack,,0,1,generic_mio_trait_open_cycle_propulsion
generic_mio_trait_simplified_pressure_hull_design,generic_submarine_organization,template,trait,generic_mio_trait_simplified_pressure_hull_design,GFX_generic_mio_department_icon_ship_submarine_production,,1,1,generic_mio_trait_experimental_anechoic_tiles
generic_mio_trait_advanced_periscope,generic_submarine_organization,template,trait,generic_mio_trait_advanced_periscope,GFX_generic_mio_trait_icon_surface_detection,,,,generic_mio_trait_long_range_raiding
generic_mio_trait_emergency_main_ballast_tank_blow,generic_submarine_organization,template,trait,generic_mio_trait_emergency_main_ballast_tank_blow,GFX_generic_mio_trait_icon_max_strength,,,,generic_mio_trait_advanced_periscope
generic_mio_trait_radar_warning_receiver,generic_submarine_organization,template,trait,generic_mio_trait_radar_warning_receiver,GFX_generic_mio_trait_icon_sub_visibility,,1,1,generic_mio_trait_advanced_periscope
generic_mio_trait_crash_dive_flood_tanks,generic_submarine_organization,template,trait,generic_mio_trait_crash_dive_flood_tanks,GFX_generic_mio_trait_icon_max_strength,,1,1,generic_mio_trait_emergency_main_ballast_tank_blow
generic_mio_trait_submarine_mass_production,generic_submarine_organization,template,trait,generic_mio_trait_submarine_mass_production,GFX_generic_mio_department_icon_ship_submarine_production,,0,2,generic_mio_trait_decalin_fueled_torpedo
generic_mio_trait_advanced_sonar,generic_submarine_organization,template,trait,generic_mio_trait_advanced_sonar,GFX_generic_mio_trait_icon_surface_detection,,2,0,generic_mio_trait_submarine_mass_production
generic_mio_trait_deck_guns,generic_submarine_organization,template,trait,generic_mio_trait_deck_guns,GFX_generic_mio_trait_icon_max_strength,,1,1,generic_mio_trait_submarine_mass_production
generic_mio_trait_large_torpedo_banks,generic_submarine_organization,template,trait,generic_mio_trait_large_torpedo_banks,GFX_generic_mio_trait_icon_torpedo_attack,,1,1,generic_mio_trait_advanced_sonar
generic_mio_trait_high_capacity_mine_storage,generic_submarine_organization,template,trait,generic_mio_trait_high_capacity_mine_storage,GFX_generic_mio_trait_icon_mines,,1,1,generic_mio_trait_deck_guns
generic_mio_trait_submarine_hunters_black_sea,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_submarine_hunters_black_sea,GFX_generic_mio_trait_icon_sub_detection,,1,0,
generic_mio_trait_efficient_patrolling_scheme,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_efficient_patrolling_scheme,GFX_generic_mio_department_icon_ship_capital_screen_utility,,,,generic_mio_trait_submarine_hunters_black_sea
generic_mio_trait_advanced_sub_scanners,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_advanced_sub_scanners,GFX_generic_mio_trait_icon_sub_detection,,0,1,generic_mio_trait_submarine_hunters_black_sea
generic_mio_trait_high_altitute_catapult,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_high_altitute_catapult,GFX_generic_mio_trait_icon_detection,,,,generic_mio_trait_advanced_sub_scanners
generic_mio_trait_light_armor_piercing_guns,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_light_armor_piercing_guns,GFX_generic_mio_trait_icon_lg_attack,,2,0,generic_mio_trait_high_altitute_catapult
generic_mio_trait_brass_case_reloader,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_brass_case_reloader,GFX_generic_mio_department_icon_ship_capital_screen_weapons,,0,2,generic_mio_trait_light_armor_piercing_guns
generic_mio_trait_anti_air_defense,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_anti_air_defense,GFX_generic_mio_trait_icon_anti_air_attack,,4,0,
generic_mio_trait_heavy_guns,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_heavy_guns,GFX_generic_mio_trait_icon_hg_attack,,0,1,generic_mio_trait_anti_air_defense
generic_mio_advanced_periscope,generic_black_sea_fleet_organization,template,trait,generic_mio_advanced_periscope,GFX_generic_mio_trait_icon_sub_visibility,,2,1,generic_mio_trait_anti_air_defense
generic_mio_trait_piercing_rounds,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_piercing_rounds,GFX_generic_mio_department_icon_ship_capital_ship_weapons,,,,generic_mio_trait_heavy_guns
generic_mio_trait_base_defense,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_base_defense,GFX_generic_mio_department_icon_ship_capital_screen_armor,,1,1,generic_mio_trait_heavy_guns
generic_mio_trait_state_sponsored_growth,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_state_sponsored_growth,GFX_generic_mio_department_icon_facilities,,4,0,generic_mio_trait_anti_air_defense
generic_mio_trait_state_sponsored_research,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_state_sponsored_research,GFX_generic_mio_department_icon_facilities,,,,generic_mio_trait_state_sponsored_growth
generic_mio_trait_24h_shifts,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_24h_shifts,GFX_generic_mio_department_icon_ship_general_production,,2,0,generic_mio_trait_state_sponsored_research
generic_mio_trait_state_subsidizing,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_state_subsidizing,GFX_generic_mio_department_icon_facilities,,1,2,generic_mio_trait_state_sponsored_research
generic_mio_trait_deck_guns_black_sea,generic_black_sea_fleet_organization,template,trait,generic_mio_trait_deck_guns_black_sea,GFX_generic_mio_trait_icon_anti_air_attack,,,,generic_mio_trait_base_defense
generic_mio_trait_heavy_armored_hull,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_heavy_armored_hull,GFX_generic_mio_trait_icon_armor_value,,1,0,
generic_mio_trait_isolated_firemains,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_isolated_firemains,GFX_generic_mio_trait_icon_naval_torpedo_damage_reduction_factor,,,,generic_mio_trait_heavy_armored_hull
generic_mio_trait_counter_flooding_system,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_counter_flooding_system,GFX_generic_mio_trait_icon_naval_torpedo_hit_chance_factor,,3,0,generic_mio_trait_isolated_firemains
generic_mio_trait_anti_torpedo_bulge,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_anti_torpedo_bulge,GFX_generic_mio_trait_icon_naval_torpedo_damage_reduction_factor,,1,2,generic_mio_trait_isolated_firemains
generic_mio_trait_foam_fire_extinguishers,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_foam_fire_extinguishers,GFX_generic_mio_trait_icon_reliability,,5,0,generic_mio_trait_heavy_armored_hull
generic_mio_trait_bulkhead_shoring_procedure,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_bulkhead_shoring_procedure,GFX_generic_mio_department_icon_ship_capital_screen_armor,,0,1,generic_mio_trait_foam_fire_extinguishers
generic_mio_trait_high_powered_steering,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_high_powered_steering,GFX_generic_mio_department_icon_ship_capital_screen_armor,,,,generic_mio_trait_bulkhead_shoring_procedure
generic_mio_trait_flooding_boundries,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_flooding_boundries,GFX_generic_mio_trait_icon_max_strength,,1,0,generic_mio_trait_high_powered_steering
generic_mio_trait_protected_pumps,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_protected_pumps,GFX_generic_mio_trait_icon_max_strength,,0,1,generic_mio_trait_flooding_boundries
generic_mio_trait_advanced_scanners,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_advanced_scanners,GFX_generic_mio_trait_icon_detection,,1,1,generic_mio_trait_foam_fire_extinguishers
generic_mio_trait_high_velocity_guns,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_high_velocity_guns,GFX_generic_mio_department_icon_ship_capital_ship_weapons,,0,1,generic_mio_trait_advanced_scanners
generic_mio_trait_capital_destroyer_shells,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_capital_destroyer_shells,GFX_generic_mio_department_icon_ship_capital_ship_weapons,,0,2,generic_mio_trait_high_velocity_guns
generic_mio_trait_deck_guns,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_deck_guns,GFX_generic_mio_trait_icon_anti_air_attack,,1,0,generic_mio_trait_capital_destroyer_shells
generic_mio_trait_naval_all_purpose_defense_systems,generic_refurbishment_repair_organization,template,trait,generic_mio_trait_naval_all_purpose_defense_systems,GFX_generic_mio_department_icon_ship_capital_ship_armor,,1,0,generic_mio_trait_deck_guns
generic_mio_trait_conservative_designs,generic_general_aircraft_organization,template,trait,generic_mio_trait_conservative_designs,GFX_generic_mio_trait_icon_reliability,,4,0,
generic_mio_trait_fighter_aircraft_specialists,generic_general_aircraft_organization,template,trait,generic_mio_trait_fighter_aircraft_specialists,GFX_generic_mio_department_icon_plane_fighter_engine,,,,generic_mio_trait_conservative_designs
generic_mio_trait_high_speed_design,generic_general_aircraft_organization,template,trait,generic_mio_trait_high_speed_design,GFX_generic_mio_trait_icon_maximum_speed,,,,generic_mio_trait_fighter_aircraft_specialists
generic_mio_trait_agility_wing_design,generic_general_aircraft_organization,template,trait,generic_mio_trait_agility_wing_design,GFX_generic_mio_trait_icon_air_agility,,1,1,generic_mio_trait_fighter_aircraft_specialists
generic_mio_trait_fighter_aircraft_production,generic_general_aircraft_organization,template,trait,generic_mio_trait_fighter_aircraft_production,GFX_generic_mio_department_icon_plane_fighter_production,,1,2,generic_mio_trait_high_speed_design
generic_mio_trait_bomber_aircraft_specialists,generic_general_aircraft_organization,template,trait,generic_mio_trait_bomber_aircraft_specialists,GFX_generic_mio_department_icon_plane_strategic_bomber_engine,,0,1,generic_mio_trait_conservative_designs
generic_mio_trait_bomb_trucks,generic_general_aircraft_organization,template,trait,generic_mio_trait_bomb_trucks,GFX_generic_mio_trait_icon_defense,,,,generic_mio_trait_bomber_aircraft_specialists
generic_mio_trait_fast_bombers,generic_general_aircraft_organization,template,trait,generic_mio_trait_fast_bombers,GFX_generic_mio_trait_icon_maximum_speed,,1,1,generic_mio_trait_bomber_aircraft_specialists
generic_mio_trait_bomber_aircraft_production,generic_general_aircraft_organization,template,trait,generic_mio_trait_bomber_aircraft_production,GFX_generic_mio_department_icon_plane_strategic_bomber_production,,1,2,generic_mio_trait_bomb_trucks
generic_mio_trait_naval_aircraft_specialists,generic_general_aircraft_organization,template,trait,generic_mio_trait_naval_aircraft_specialists,GFX_generic_mio_department_icon_plane_cv_naval_bomber_engine,,3,1,generic_mio_trait_conservative_designs
generic_mio_trait_naval_strike,generic_general_aircraft_organization,template,trait,generic_mio_trait_naval_strike,GFX_generic_mio_trait_icon_torpedo_attack,,,,generic_mio_trait_naval_aircraft_specialists
generic_mio_trait_naval_air_patrol,generic_general_aircraft_organization,template,trait,generic_mio_trait_naval_air_patrol,GFX_generic_mio_trait_icon_surface_detection,,1,1,generic_mio_trait_naval_aircraft_specialists
generic_mio_trait_naval_aircraft_production,generic_general_aircraft_organization,template,trait,generic_mio_trait_naval_aircraft_production,GFX_generic_mio_department_icon_plane_cv_naval_bomber_production,,1,2,generic_mio_trait_naval_strike
generic_mio_trait_expanded_production_facilities,generic_light_aircraft_organization,template,trait,generic_mio_trait_expanded_production_facilities,GFX_generic_mio_department_icon_plane_fighter_line_efficiency,,2,0,
